,基本形,品詞,スコア
28217,crenellated,形容詞,0.00545865
28218,mormons,名詞,0.00545848
28219,developing,名詞,0.00545837
28220,sept,名詞,0.00545832
28221,heedlessly,副詞,0.0054558
28222,rebate,名詞,0.00545502
28223,trade-in,名詞,0.00545423
28224,scorpio,名詞,0.0054539
28225,mingle,動詞,0.00545215
28226,dweller,名詞,0.00544958
28227,lory,名詞,0.00544941
28228,lechwe,名詞,0.00544591
28229,technicolor,名詞,0.00544465
28230,diagnosable,形容詞,0.00544341
28231,preemptor,名詞,0.00544135
28232,pre-emptor,名詞,0.00544135
28233,monthlong,形容詞,0.00543897
28234,lamarckism,名詞,0.00543858
28235,unclutter,動詞,0.00543706
28236,particularity,名詞,0.0054368
28237,dissemination,名詞,0.00543541
28238,publicize,動詞,0.0054349
28239,aircraftman,名詞,0.0054343
28240,aircraftsman,名詞,0.00543429
28241,ravigote,名詞,0.00543408
28242,alonso,名詞,0.00543286
28243,cunningham,名詞,0.00543285
28244,jamison,名詞,0.00543284
28245,ergodic,形容詞,0.00543065
28246,campground,名詞,0.0054302
28247,campsite,名詞,0.00543019
28248,conflux,名詞,0.00542978
28249,honostyled,形容詞,0.00542966
28250,homostylous,形容詞,0.00542966
28251,homostylic,形容詞,0.00542966
28252,predestinarianism,名詞,0.00542781
28253,kokka,名詞,0.00542598
28254,teeth,名詞,0.00542426
28255,ovenware,名詞,0.00542297
28256,heavyweight,形容詞,0.00541898
28257,guestroom,名詞,0.0054185
28258,inst,形容詞,0.00541557
28259,cure-all,名詞,0.00541477
28260,panacea,名詞,0.00541475
28261,cryptanalytic,形容詞,0.00541451
28262,cryptographical,形容詞,0.00541449
28263,hatchling,名詞,0.00541416
28264,exteroceptor,名詞,0.0054131
28265,superintend,動詞,0.00541226
28266,dramatisation,名詞,0.00541134
28267,dramatization,名詞,0.00541133
28268,jogger,名詞,0.00541106
28269,jackstones,名詞,0.00541007
28270,noddle,名詞,0.00541004
28271,lamaism,名詞,0.0054097
28272,institutional,形容詞,0.00540961
28273,christiania,名詞,0.00540667
28274,oslo,名詞,0.00540662
28275,genealogy,名詞,0.00540598
28276,fluidounce,名詞,0.00540496
28277,wheat,名詞,0.00540209
28278,poussin,名詞,0.00540098
28279,gape,動詞,0.0054007
28280,watershed,名詞,0.00539335
28281,moderating,形容詞,0.00539129
28282,apiarian,形容詞,0.00539091
28283,cherubini,名詞,0.00539078
28284,surrenderer,名詞,0.00539012
28285,yielder,名詞,0.00539011
28286,forecasting,名詞,0.00538777
28287,episcopalian,形容詞,0.0053865
28288,elongate,形容詞,0.00538627
28289,orientalist,名詞,0.00538345
28290,replay,動詞,0.00538084
28291,daughter-in-law,名詞,0.00537985
28292,astor,名詞,0.00537791
28293,neologism,名詞,0.0053757
28294,neology,名詞,0.00537569
28295,impressionism,名詞,0.00537531
28296,weeklong,形容詞,0.00537423
28297,aestivate,動詞,0.00537347
28298,estivate,動詞,0.00537345
28299,persuasiveness,名詞,0.00537121
28300,carbine,名詞,0.00537076
28301,phonebook,名詞,0.00537016
28302,tussaud,名詞,0.00536964
28303,born-again,形容詞,0.00536877
28304,sculptural,形容詞,0.00536824
28305,jacksnipe,名詞,0.00536794
28306,prussian,名詞,0.00536529
28307,alkahest,名詞,0.00536503
28308,nauru,名詞,0.00536471
28309,thirty,名詞,0.0053642
28310,physicalism,名詞,0.00536333
28311,umpirage,名詞,0.00536302
28312,peabody,名詞,0.00536286
28313,pitsaw,名詞,0.00536102
28314,jawbone,名詞,0.00536008
28315,mandibula,名詞,0.00536005
28316,submaxilla,名詞,0.00536004
28317,astrodome,名詞,0.00535996
28318,crockery,名詞,0.0053587
28319,dishware,名詞,0.00535868
28320,djibouti,名詞,0.00535691
28321,costumier,名詞,0.00535582
28322,costumer,名詞,0.00535582
28323,clichy,名詞,0.0053545
28324,clichy-la-garenne,名詞,0.0053545
28325,soupcon,名詞,0.00535422
28326,yeniseian,名詞,0.00535395
28327,reminiscently,副詞,0.00535191
28328,interpolate,動詞,0.00535078
28329,transliterate,動詞,0.0053504
28330,greenland,名詞,0.00535031
28331,gronland,名詞,0.0053503
28332,silverfish,名詞,0.00534741
28333,iii,名詞,0.00534723
28334,deuce-ace,名詞,0.00534723
28335,trine,名詞,0.00534722
28336,three,名詞,0.00534722
28337,terzetto,名詞,0.00534722
28338,ternion,名詞,0.00534722
28339,ternary,名詞,0.00534722
28340,tercet,名詞,0.00534722
28341,tactile,形容詞,0.00534637
28342,baal,名詞,0.00534359
28343,arda,名詞,0.00534358
28344,finagle,動詞,0.0053399
28345,gang,名詞,0.00533969
28346,boudoir,名詞,0.00533831
28347,intrench,動詞,0.00533657
28348,athabaskan,名詞,0.00533635
28349,athabascan,名詞,0.00533635
28350,athapaskan,名詞,0.00533634
28351,athapascan,名詞,0.00533634
28352,equably,副詞,0.00533528
28353,chitter,動詞,0.00533465
28354,twitter,動詞,0.00533464
28355,kindergarten,名詞,0.00533453
28356,glassy,形容詞,0.00533386
28357,dragee,名詞,0.00533314
28358,pst,名詞,0.00532982
28359,nativistic,形容詞,0.00532955
28360,nativist,形容詞,0.00532955
28361,bleat,名詞,0.00532822
28362,metatarsus,名詞,0.00532806
28363,zionism,名詞,0.00532777
28364,plate,動詞,0.00532645
28365,repaint,動詞,0.00532418
28366,comate,形容詞,0.00532298
28367,comose,形容詞,0.00532297
28368,shandygaff,名詞,0.00532227
28369,shandy,名詞,0.00532227
28370,clairvoyant,名詞,0.00532167
28371,sestet,名詞,0.00532165
28372,gawain,名詞,0.00532061
28373,primed,形容詞,0.00531881
28374,jaboticaba,名詞,0.00531535
28375,defoe,名詞,0.00531509
28376,debug,動詞,0.00531381
28377,distributary,名詞,0.00531358
28378,rimsky-korsakov,名詞,0.00531247
28379,rimski-korsakov,名詞,0.00531247
28380,murray,名詞,0.00531206
28381,pyrotechnical,形容詞,0.00531107
28382,archway,名詞,0.00530964
28383,corinthian,形容詞,0.00530961
28384,felwort,名詞,0.00530906
28385,alcahest,名詞,0.00530832
28386,recitation,名詞,0.00530442
28387,oak,名詞,0.00530299
28388,lengthened,形容詞,0.00530226
28389,spectrum,名詞,0.00530144
28390,arborise,動詞,0.00530107
28391,arborize,動詞,0.00530106
28392,brasslike,形容詞,0.00530101
28393,ukrayina,名詞,0.00530084
28394,ukraine,名詞,0.00530084
28395,boole,名詞,0.00529912
28396,farmhouse,名詞,0.00529881
28397,secularist,名詞,0.00529836
28398,civics,名詞,0.0052951
28399,typed,形容詞,0.00529437
28400,dizygotic,形容詞,0.00529001
28401,tot,動詞,0.00528958
28402,licentiously,副詞,0.0052889
28403,everlastingly,副詞,0.00528844
28404,impulse,名詞,0.0052852
28405,extensional,形容詞,0.00528349
28406,matisse,名詞,0.00528162
28407,landfall,名詞,0.00528151
28408,smarta,名詞,0.00528124
28409,crackleware,名詞,0.00528037
28410,breechcloth,名詞,0.00527784
28411,breechclout,名詞,0.00527782
28412,loincloth,名詞,0.00527777
28413,psocid,名詞,0.00527702
28414,ming,名詞,0.00527526
28415,ashtoreth,名詞,0.00527493
28416,warrener,名詞,0.00527492
28417,phalloplasty,名詞,0.00527467
28418,torsk,名詞,0.0052722
28419,naproxen,名詞,0.00527207
28420,naprosyn,名詞,0.00527207
28421,grading,名詞,0.00526901
28422,nowruz,名詞,0.00526865
28423,nowrooz,名詞,0.00526865
28424,noruz,名詞,0.00526865
28425,habilitate,動詞,0.00526807
28426,flashcard,名詞,0.00526768
28427,squirmer,名詞,0.00526726
28428,opportunist,形容詞,0.0052671
28429,trainer,名詞,0.00526678
28430,caprimulgid,名詞,0.00526664
28431,goatsucker,名詞,0.00526661
28432,nightjar,名詞,0.00526658
28433,pliantly,副詞,0.00526554
28434,psychology,名詞,0.0052652
28435,halt,動詞,0.00526401
28436,feldene,名詞,0.00526331
28437,piroxicam,名詞,0.00526327
28438,empurpled,名詞,0.00526314
28439,purpleness,名詞,0.00526312
28440,apomictic,形容詞,0.00526253
28441,nard,名詞,0.00526146
28442,spikenard,名詞,0.00526145
28443,lipreading,名詞,0.00525753
28444,saussure,名詞,0.00525652
28445,newborn,形容詞,0.00525645
28446,vagus,名詞,0.00525274
28447,grid,名詞,0.00525263
28448,dairying,名詞,0.00525157
28449,brawn,名詞,0.00525091
28450,hinge,名詞,0.00524973
28451,fox-trot,名詞,0.00524873
28452,dapsang,名詞,0.00524799
28453,hexagram,名詞,0.00524733
28454,denizen,名詞,0.00524621
28455,nondescript,名詞,0.0052462
28456,effervescing,形容詞,0.00524594
28457,documental,形容詞,0.0052459
28458,dama,名詞,0.00524553
28459,antibacterial,形容詞,0.00524515
28460,chorus,名詞,0.00524452
28461,rendition,名詞,0.00524377
28462,tournament,名詞,0.00524365
28463,submergible,形容詞,0.00524342
28464,accretionary,形容詞,0.00524244
28465,arachnoid,名詞,0.00524164
28466,impulse-buy,動詞,0.00524099
28467,autobiographical,形容詞,0.00524062
28468,yearling,名詞,0.00523984
28469,short,名詞,0.00523674
28470,bs,名詞,0.00523624
28471,etagere,名詞,0.00523487
28472,academia,名詞,0.00523453
28473,airfield,名詞,0.00523399
28474,brooch,動詞,0.00523389
28475,haeckel,名詞,0.00523385
28476,outturn,名詞,0.00523314
28477,behold,動詞,0.00523146
28478,starling,名詞,0.00523034
28479,coeval,名詞,0.00522982
28480,centimo,名詞,0.00522759
28481,balloonist,名詞,0.00522641
28482,spiel,名詞,0.00522632
28483,typing,名詞,0.00522622
28484,audit,名詞,0.00522488
28485,pct,名詞,0.00522467
28486,factorial,名詞,0.00522335
28487,organ-grinder,名詞,0.00522301
28488,fingerstall,名詞,0.00522166
28489,ellington,名詞,0.00521985
28490,negro,形容詞,0.00521978
28491,amble,動詞,0.00521857
28492,nascency,名詞,0.00521812
28493,nascence,名詞,0.00521812
28494,creek,名詞,0.00521586
28495,embalm,動詞,0.00521488
28496,distributer,名詞,0.0052136
28497,phospholipid,名詞,0.00521337
28498,lulli,名詞,0.00521299
28499,schnauzer,名詞,0.00521001
28500,erreminise,動詞,0.00520921
28501,effeminize,動詞,0.00520921
28502,irs,名詞,0.00520811
28503,naturopath,名詞,0.00520447
28504,naprapath,名詞,0.00520447
28505,comatulidae,名詞,0.00520442
28506,externality,名詞,0.00520403
28507,glissade,名詞,0.00520387
28508,broadbill,名詞,0.00520339
28509,gasmask,名詞,0.00520167
28510,radiotelegraph,名詞,0.00519343
28511,radiotelegraphy,名詞,0.00519342
28512,weightlessness,名詞,0.00519261
28513,tilde,名詞,0.00519197
28514,baize,名詞,0.0051919
28515,quark,名詞,0.00519127
28516,footwork,名詞,0.00519091
28517,rayon,名詞,0.00519048
28518,clinician,名詞,0.00518977
28519,plucked,形容詞,0.00518943
28520,cereal,名詞,0.00518933
28521,cladistics,名詞,0.00518818
28522,mi,名詞,0.00518689
28523,microscopist,名詞,0.00518655
28524,carhop,名詞,0.00518483
28525,regularise,動詞,0.0051841
28526,nictate,動詞,0.00517578
28527,nictitate,動詞,0.00517577
28528,biotypic,形容詞,0.00517569
28529,focus,名詞,0.0051755
28530,minstrelsy,名詞,0.00517514
28531,famotidine,名詞,0.00517482
28532,conceivably,副詞,0.00517479
28533,pepcid,名詞,0.00517478
28534,eq,名詞,0.00517451
28535,tiffany,名詞,0.00517326
28536,drift,名詞,0.00517118
28537,cyproheptadine,名詞,0.00517011
28538,periactin,名詞,0.0051701
28539,seven-up,名詞,0.00516831
28540,paintable,形容詞,0.00516542
28541,romanize,動詞,0.0051651
28542,romanise,動詞,0.0051651
28543,nomograph,名詞,0.00516389
28544,nomogram,名詞,0.00516389
28545,libretto,名詞,0.00516324
28546,garrulus,名詞,0.0051601
28547,octant,名詞,0.00515989
28548,pavlov,名詞,0.00515925
28549,coterminously,副詞,0.00515917
28550,lapdog,名詞,0.00515769
28551,jevons,名詞,0.00515717
28552,megesterol,名詞,0.00515657
28553,cryptographic,形容詞,0.00515623
28554,boring,名詞,0.00515541
28555,drilling,名詞,0.00515539
28556,vaishnava,名詞,0.00515447
28557,shivaist,名詞,0.00515447
28558,shaktist,名詞,0.00515447
28559,loamless,形容詞,0.00515311
28560,logarithm,名詞,0.00515046
28561,alertly,副詞,0.00514889
28562,self-produced,形容詞,0.00514694
28563,carte,名詞,0.00514634
28564,ligneous,形容詞,0.00514615
28565,fissionable,形容詞,0.00514578
28566,haircare,名詞,0.00514526
28567,toulouse-lautrec,名詞,0.00514512
28568,realtor,名詞,0.00514444
28569,asterisked,形容詞,0.00513743
28570,starred,形容詞,0.00513742
28571,longways,名詞,0.00513609
28572,bursa,名詞,0.00513397
28573,lancers,名詞,0.00513279
28574,scarabaeidae,名詞,0.00513242
28575,heralded,形容詞,0.00513202
28576,sauropod,名詞,0.00513189
28577,proprietress,名詞,0.00513187
28578,bsarch,名詞,0.00513161
28579,shen-pao,名詞,0.00513122
28580,bushnell,名詞,0.00512667
28581,florey,名詞,0.00512472
28582,herm,名詞,0.00512385
28583,pressingly,副詞,0.00512374
28584,muhammadan,形容詞,0.00512186
28585,mohammedan,形容詞,0.00512186
28586,sleepyhead,名詞,0.00511943
28587,walled,形容詞,0.00511775
28588,reintroduction,名詞,0.00511773
28589,genome,名詞,0.00511627
28590,kelly,名詞,0.00511566
28591,biographer,名詞,0.00511075
28592,musicologist,名詞,0.00510787
28593,episcopalianism,名詞,0.00510734
28594,quadratic,名詞,0.00510635
28595,canaan,名詞,0.00510544
28596,snail,動詞,0.00510526
28597,left,形容詞,0.00510459
28598,unreservedly,副詞,0.00510359
28599,moresque,形容詞,0.00510243
28600,moorish,形容詞,0.00510243
28601,weekender,名詞,0.00510223
28602,egyptologist,名詞,0.00510142
28603,humorist,名詞,0.00510113
28604,humourist,名詞,0.00510112
28605,epistemologist,名詞,0.0051006
28606,percolate,動詞,0.00510046
28607,part-timer,名詞,0.00510007
28608,neckband,名詞,0.00509933
28609,abstract,形容詞,0.00509875
28610,toea,名詞,0.00509749
28611,spaniard,名詞,0.00509619
28612,cst,名詞,0.00509522
28613,postindustrial,形容詞,0.00509497
28614,brits,名詞,0.00509239
28615,klaproth,名詞,0.00509031
28616,peak-seaason,形容詞,0.00508989
28617,high-season,形容詞,0.00508989
28618,courtyard,名詞,0.00508959
28619,activating,形容詞,0.00508516
28620,centesimo,名詞,0.00508407
28621,chairwoman,名詞,0.00508117
28622,chairperson,名詞,0.00508117
28623,inconceivably,副詞,0.00508
28624,redefine,動詞,0.00507949
28625,nitrate,動詞,0.0050791
28626,conditioner,名詞,0.00507898
28627,amateur,名詞,0.00507744
28628,biochemist,名詞,0.00507658
28629,sinewy,形容詞,0.00507525
28630,quantize,動詞,0.00507192
28631,tan,形容詞,0.00507027
28632,describe,動詞,0.00506835
28633,alabama,名詞,0.00506784
28634,pixel,名詞,0.00506723
28635,mesodermal,形容詞,0.00506694
28636,impressionistic,形容詞,0.00506615
28637,thunderbird,名詞,0.00506415
28638,shantytown,名詞,0.00506361
28639,counterstain,名詞,0.00506358
28640,ordinand,名詞,0.00506213
28641,romanoff,名詞,0.00505962
28642,romanov,名詞,0.00505961
28643,resurge,動詞,0.00505893
28644,hertha,名詞,0.00505679
28645,nerthus,名詞,0.00505677
28646,paraphrase,名詞,0.00505638
28647,paraphrasis,名詞,0.00505637
28648,infidel,名詞,0.0050553
28649,fibula,名詞,0.00505443
28650,vena,名詞,0.00505404
28651,flambeau,名詞,0.00505218
28652,sunburst,形容詞,0.00505105
28653,beholding,名詞,0.00505017
28654,gardiner,名詞,0.00504787
28655,somewhat,副詞,0.00504752
28656,puffball,名詞,0.00504559
28657,presbytery,名詞,0.00504539
28658,unoccupied,形容詞,0.00504381
28659,neoceratodus,名詞,0.00504374
28660,barbecued,形容詞,0.00503997
28661,lengthways,形容詞,0.00503732
28662,chlorpyrifos,名詞,0.00503719
28663,colonnade,名詞,0.00503666
28664,nonstop,形容詞,0.00503463
28665,kinsfolk,名詞,0.00503458
28666,kinfolk,名詞,0.00503458
28667,toll-free,形容詞,0.00503456
28668,phratry,名詞,0.00503455
28669,chetrum,名詞,0.00503401
28670,centas,名詞,0.00503401
28671,avo,名詞,0.00503401
28672,sene,名詞,0.005034
28673,kobo,名詞,0.005034
28674,khoum,名詞,0.005034
28675,chon,名詞,0.005034
28676,tyiyn,名詞,0.00503399
28677,stotinka,名詞,0.00503399
28678,sente,名詞,0.00503399
28679,sent,名詞,0.00503399
28680,seniti,名詞,0.00503399
28681,pya,名詞,0.00503399
28682,pesewa,名詞,0.00503399
28683,kopiyka,名詞,0.00503399
28684,hao,名詞,0.00503399
28685,grosz,名詞,0.00503399
28686,flnc,名詞,0.00503193
28687,radiotelephony,名詞,0.00503142
28688,ranier,名詞,0.00502858
28689,lorgnette,名詞,0.00502718
28690,constitutionalist,名詞,0.00502705
28691,wave-off,名詞,0.00502631
28692,overshoot,名詞,0.00502631
28693,introvertive,形容詞,0.00502631
28694,go-around,名詞,0.00502631
28695,successive,形容詞,0.00502461
28696,windsor,名詞,0.0050245
28697,galactosis,名詞,0.00502228
28698,ltm,名詞,0.00501756
28699,beck,名詞,0.0050164
28700,annotating,名詞,0.00501553
28701,silicon,名詞,0.00501389
28702,swaggering,形容詞,0.00501368
28703,tho',副詞,0.00501227
28704,although,副詞,0.00501227
28705,aggregator,名詞,0.00501213
28706,streptomycin,名詞,0.00501113
28707,jakobson,名詞,0.00501108
28708,hendiadys,名詞,0.00501095
28709,exegete,名詞,0.00500868
28710,astir,形容詞,0.00500703
28711,kokka,形容詞,0.00500393
28712,aeromedical,形容詞,0.00500341
28713,pali,名詞,0.00500329
28714,madras,名詞,0.00500241
28715,grandiloquence,名詞,0.00500213
28716,grandiosity,名詞,0.00500212
28717,magniloquence,名詞,0.00500211
28718,alliterate,動詞,0.00500153
28719,long-staple,形容詞,0.00500003
28720,historiographer,名詞,0.00499875
28721,impartation,名詞,0.00499747
28722,imparting,名詞,0.00499746
28723,rig-veda,名詞,0.00499651
28724,restaurateur,名詞,0.00499594
28725,restauranter,名詞,0.00499594
28726,bibliotheca,名詞,0.00499518
28727,brecht,名詞,0.0049939
28728,emblem,名詞,0.00498968
28729,amaethon,名詞,0.00498853
28730,subtreasury,名詞,0.00498784
28731,tableau,名詞,0.00498715
28732,panel,名詞,0.00498694
28733,straddle,動詞,0.00498651
28734,grindstone,名詞,0.00498609
28735,prayerbook,名詞,0.00498433
28736,normality,名詞,0.00498309
28737,mail,名詞,0.00498271
28738,alphabetically,副詞,0.00498146
28739,formulary,名詞,0.00497692
28740,pharmacopeia,名詞,0.00497691
28741,bronze,形容詞,0.00497466
28742,thiobacillus,名詞,0.00497447
28743,revivalistic,形容詞,0.00497333
28744,erie,名詞,0.00497082
28745,antiphony,名詞,0.00497033
28746,logarithmic,形容詞,0.00496961
28747,greenish,形容詞,0.00496579
28748,adjoining,形容詞,0.00496577
28749,des,名詞,0.0049656
28750,mdiv,名詞,0.00496455
28751,detachable,形容詞,0.00496357
28752,copaiba,名詞,0.00495947
28753,butyraceous,形容詞,0.0049589
28754,radish,名詞,0.00495866
28755,beechen,形容詞,0.00495567
28756,clozaril,名詞,0.00495506
28757,clozapine,名詞,0.00495506
28758,confluence,名詞,0.00495427
28759,earshot,名詞,0.00495317
28760,earreach,名詞,0.00495317
28761,bibliothecarial,形容詞,0.0049531
28762,bibliothecal,形容詞,0.0049531
28763,dishwashing,名詞,0.00495051
28764,vicissitude,名詞,0.00494835
